"User","Comment","Rating","Date"
"Fluke_Skywalker","More so than even 'Lord of the Rings', Frank Herbert's 'Dune' is an extremely difficult story to translate to film. All of the novel's many, many moving parts require the kind of explanation that just isn't possible in the format. Therefore you have to find a kind of cinematic shorthand the way David Lynch did with his polarizing 1984 adaptation. Or else you go w/a mini-series, which allows for a greater runtime ala the SyFy network's 2000 attempt. Here the solution was to cut the novel essentially in half. Unfortunately that creates an entirely different problem. Half a story simply isn't satisfying.The film itself is handsomely shot and the f/x are strong, though I dare say the design work is rather bland. The score by Hans Zimmer is an oppressive yet forgettable kit-bash of the ""exotic"" white noise that litters so many fantasy and sci-fi films in the 21st century. The characters are under-cooked, but the actors themselves are by and large solid.As someone who has read the novel three times I have a difficult time deciding if the uninitiated will have even an inkling of what's going on. But even if they do, I can't imagine that what we get here will ultimately be satisfying in a substantive way.","6","25 October 2021"
"kevin_robbins","Dune: Part One (2021) is a movie the wife and I saw in theatres at an advanced screening. The storyline tells the tale of an emperor who changes leadership in his most important and profitable planet in his kingdom. Follow the new family as they move in and adjust to a ruthless landscape filled with people who don't want to help them and resources set up for them to fail. They quickly realize they may have bit off more than they can chew on several fronts. This movie is directed by Denis Villeneuve (Blade Runner 2049) and stars Timothée Chalamet (Little Women), Rebecca Ferguson (Doctor Sleep), Zendaya (Spider-Man), Oscar Isaac (Star Wars: The Rise of Skywalker), Jason Mamoa (Aquaman), Dave Bautista (Guardians of the Galaxy) and Josh Brolin (No Country for Old Men). The storyline for this is an absolutely brilliant masterpiece in a Star Wars mixed with Game of Thrones kind of way. The vastness and complexity is outstanding and how all the pieces fit together is remarkable. The cast is brilliantly selected and the special effects and action scenes are breathtaking. A few scenes were shot darker than I would have liked but not enough to not call this film perfection. The action scenes are well choreographed and the fierceness of the war and fight sequences were awesome. There is a level of uncertainty in every second of the film. This is a rare masterpiece in a Lord of the Rings/Star Wars kind of way that happens once every 20-30 years that is an absolutely must see. This is an all-time great science fiction movie that is an easy 10/10.","10","22 October 2021"
"zardoz-13","Watching director Denis Villeneuve's groundbreaking adaptation of Frank Herbert's classic science fiction novel ""Dune"" is like feasting on an all-you-can-eat buffet. You can gorge yourself on combatants and conspiracies galore during its spartan 156-minute runtime. Unlike its ill-fated predecessor, David Lynch's critically reviled ""Dune"" (1984), which shoehorned Herbert's gargantuan magnum opus into a procrustean 136-minute escapade, Villeneuve has the good sense not to pile everything into one film. Instead, this $165 million reboot delivers only half of the chronicle, while we must bide our time until the sequel. Some sci-fi fans may cringe at this prospect, but Warner Brothers refused to bank roll the sequel before ""Dune"" generated some box office traction. Mind you, sitting for two-hours and thirty-six minutes requires not only purpose but also patience. Meantime, Villeneuve retreads several Lynch scenes, but does it with greater scope and spontaneity. You cannot help but be caught up by the rollercoaster blend of white-knuckled cliffhanger heroics and Byzantine political intrigue. Although classified as science fiction, ""Dune"" never degenerates into a juvenile ""Buck Rogers"" space opera. ""Star Wars: Rogue One"" lenser Greg Fraser depicts these larger-than-life characters against surreal landscapes in sprawling picturesque murals. Surrounding Timothée Chalamet, who toplines as the hero, is a formidable cast consisting of Oscar Isaac, Josh Brolin, Rebecca Ferguson, Jason Momoa, Javier Bardem, Dave Bautista, and Stellan Skarsgard. Overall, ""Dune"" raises the standards for sci-fi blockbusters. Nevertheless, the filmmakers don't bewilder the audience with narrative overload. Clearly, Villeneuve has surpassed his earlier outing ""Blade Runner 2049"" (2017), and one can only wish him greater success with this sequel.Imagine a mash-up of ""Star Wars"" and ""Game of Thrones,"" and you'll have a clue about what ensues. Specifically, ""Dune"" takes place in the year 10,191. This tour de force saga of clashing empires unfolds on the bleak desert planet of Arrakis. This savage, sun-scorched world is the only source in the universe for a unique mineral called spice. Not only does interstellar space travel hinge on spice, but it also is a psychedelic drug that heightens awareness and lengthens life. The evil Baron Vladimir (Stellan Skarsgård of ""Good Will Hunting"") of the House of Harkonnen, who amounts to a smaller version of Jabba the Hutt, has reaped an obscene fortune in spice from Arrakis over the last 80 years. Now, the Padishah Emperor Shaddam IV removes the Baron and replaces him with a rival, Duke Leto Atreides (Oscar Isaac of ""Ex-Machina"") of the mighty House of Atreides, who hails from the ocean planet of Caladan. Accompanied by his consort Lady Jessica (Rebecca Ferguson of ""Doctor Sleep"") and their teenage son, Paul (Timothée Chalamet of ""Lady Bird""), the Duke arrives on Arrakis with his aide, Gurney Halleck (Josh Brolin of ""Sicario""), and a vast army. Leto suspects the corrupt Emperor may be setting him up for failure.Pandemonium erupts soon after Leto has taken over the spice mining operation. Earlier, the Duke had vowed to forge an alliance with the natives. Known as the Fremen, this disgruntled nomadic race resides in Arrakis's deep caverns and conducts campaigns like guerrilla warriors against the spice miners. Suffering dreadfully under the Baron, the Fremen expect similar treatment from Leto. The Duke dispatches a scout, Duncan Idaho (Jason Momoa of ""Aquaman""), to embed himself among them and win their hearts and minds. Swathed in hooded white cloaks, this mahogany-skinned tribe has dazzling cobalt blue eyes from using spice. A blue-eyed babe haunts Paul's dreams. Meantime, the mining equipment Leto inherited from the Baron is in rough shape. If the broiling temps on the surface weren't bad enough, prodigious sandworms--some as long as 13-hundred feet--cruise beneath the shifting sands like great white sharks. These leviathans can wrap their elastic mouths, bristling with zillions of wicked, razor-sharp fangs, around an entire spice harvesting machine. Eventually, treachery within Leto's palace topples his rule, and the Baron's soldiers annihilate Atreides' army. Miraculously managing to escape, young Paul takes refuge with the Fremen and ponders a rebellion against the Baron.Comparisons between ""Dune"" and ""Star Wars"" are inevitable. Indeed, both films share certain formulaic scenes which seem virtually interchangeable. An empire-building yarn with anti-colonial sentiments, ""Dune"" takes itself far more seriously than ""Star Wars."" When Paul watches his mentor perish, our hero suffers as tragically as Luke when he witnessed the demise of Obi-wan Kenobi. ""Dune"" differs, too, because it is a sword and sandal saga about supernatural critters. Arrakis makes Tatooine seem like a beach resort. Villeneuve and ""Prometheus"" writer Jon Spaihts and ""A Star Is Born"" scripter Eric Roth don't overwhelm the audience with volumes of exposition that cluttered up the Lynch film. Instead, they parcel out exposition and use it to foreshadow events. The warfare is conducted with ancient as well as futuristic weapons, with emphasis on ancient weapons. The dragonfly helicopters-known as ornithopters-look exciting. The crisp dialogue is both pointed and compelling. Villeneuve and company never cut our underdog heroes any slack in this initial bloodthirsty chapter, and the evil Baron maintains the upper hand despite minor setbacks like a near-death experience. As villains go, the grotesquely fat Baron makes an admirable but unscrupulous adversary. Josh Brolin and Jason Momoa wield their weapons like old hands. Unlike Lynch, Villeneuve doesn't rub our noses in unsavory violence. Nonetheless, the battles are savage without being sadistic. Hans Zimmer's brawling orchestral score with native choral interludes enhances the atmosphere. Altogether, ""Dune"" qualifies as the first truly great science fiction classic of the 21st century with a coming-of-age hero driven by prophetic dreams he cannot fathom.","10","29 October 2021"
"Johnny_West","About an hour of back story that really made no sense. The Atreades are on their own planet, so they take about a thousand troops to the spice planet to mine for spice, at the request of the Emperor. When the colony is attacked, that is the end of the Atreades? What happened to their home planet?A lot of the back-story did not make sense. Even worse, the pace of this movie was incredibly slow and boring. The story of the Fremen is not explained. Why are the Harkkunen evil? That is not explained. The Harkkunen have been making gigantic amounts of money from their monopoly on the spice planet, so why are they bitter?I had a lot of questions. The dialogue was not very helpful. The Mother and Grandmother have special powers, why? Nothing is explained about their sect, or why French lead actor, Chalamet, might be ""The One.""There is not much action until the last 40 minutes or so. The fact that the family doctor can turn off the alarm system and shields to the entire colony was incredibly lame. That nobody was awake to know they were being attacked was even more lame. That King Atreades had absolutley no security staff, and got his ass kicked by the skinny doctor was pathetic.James Brolin is the top fighter for the Atreades clan, and he does almost nothing in this movie. Jason Momoa is the other top warrior and he is marginal. Both of these actors are wasted in this movie. They basically do nothing except to encourage the French kid with standard cliches.Zendaya shows up in the same visions that are repeated numerous times in the movie. There is a constant mix of the Chalamet kid's visions with the actual reality, and that is confusing.","1","24 October 2021"
"malana-lars","I just returned from a screening, and WOW! It's visually stunning, the soundtrack by Hans Zimmer is majestic, the acting is spot on! The pacing might seem a little slow by todays standards, but it never gets boring. And I actually find it really refreshing to see serious SciFi for adults, without bangs or a ""comic relief"" every other second.I've read the book about four or five times more than 20 years ago. And from my memory (I will refresh it soon) the movie stays true to the story of the book and, more importantly, its general feeling.Opposed to many other people, I also quite liked David Lynchs interpretation, despite all of its shortcomings. Because one thing that Lynch got right, was the ""psychedelic"" nature of the book.And that's my only gripe with Denis Villeneuves adaptation, and the reason why I don't give it 10 stars: While he hints at the mindaltering properties of spice, he never explores the psychedelic aspects of the book as deep as I'd like them to be explored.Here's my hope for part two. If he creates a second part, and manages to keep up the quality while at the same time not shying away from the psychedelic underpinnings of the source material. He will have created a two part masterpiece.","9","16 September 2021"
"JoeB131","There is probably no point in warning about spoilers for this film. You've probably read the book or seen either the 1984 Dino DeLaurentis version or the 2000 Sci-Fi mini-series.... If you've seen either one of those, you've seen this movie. This movie only covers half the story, the sequel we'll probably never get to see will cover the other half.So how does it stack up? Not well, in my opinion. It's a loud, dull action movie, with an ear-splitting soundtrack. It has all the scenes you might have seen if you watched either of those two versions, but didn't do them nearly as well.At two and a half hours, it drags on. The Lynch version of the film was 137 minutes, and got the whole story in. This film leaves key aspects out, and only tells half the story, and it just goes on and on and on.To start, let's talk about characters. DeLaurentis got a cast of largely unknowns back then, many of whom went on to distinguish themselves. Kyle MacLachlin, Patrick Stewart, Dean Stockwell, Sean Young. Heck, even the little girl actress, Alicia Witt, went on to have a career as an adult. This movie uses a cast of people you've heard of, and their screen time is often based on ""I know who that is."" Other characters, more critical ones, were kind of shuffled to the side.I'll give two examples. A key point in the book is that the betrayal by Dr. Yeuh, (played here with no charisma by Cheng Chen) because as a Suk Physician, taking a human life is against his conditioning. No build up, no nothing, he just does it.On the other hand, because Duncan Idaho is played by Jason Momoa, he gets a lot more screen time than his presence in the book. (Duncan's clones become a much more important part of later books, but that's neither here nor there.) His final fight scene goes on interminably here, while they were quickly brushed over in the previous versions.Similarly, while Peter DeVries is a key player in the book, here they don't even mention him by name, and he's just ""Henchman who gets poisoned"". Other characters are omitted altogether, including Emperor Shaddam, Princess Irulan and Feyd Ruatha. Concepts such as the Mentats, Guild, Bene Geserit, are kind of glossed over to get to those sweet, sweet action sequences.The movie rises and falls on the actor who plays Paul Atreides... and again, he's actually closer to the age that the character is supposed to be at the beginning of the book, but he comes off as a little Emo.Again, trippy as it was, the 1984 version did this better. The Sci-Fi Channel did it better...
Now, this film really LOOKS good. The visuals are immersive. But without strong characters and story to back them up, what's the point? It's almost like watching a Transformers movie. The thing is, they HAD strong characters and a story... they just didn't use them.","4","23 October 2021"
"ocosis","I remember seeing a book in my home, as a child. I had no idea what it was but the cover art, of a desert tribesman with piercing blue eyes affected me. Even scared me. The image stayed with me.Everyone that has read Frank Herbert's Dune will have their own vision of it. That's the magic of the written word. And if Frank Herbert taught us anything, it was to have an open mind.Villeneuve has shown us, with Dune, that dreams can be given justice, if the heart is in the right place.A grand achievement of cinema and of science fiction. Many will wish that Herbert was still around to have seen this. But of course he already has.Salut.","8","18 September 2021"
"jtindahouse","It's such a shame when brilliant directors like Denis Villeneuve start being given massive budgets to make films and start relying on that rather than good story-telling. The same thing has happened to Christopher Nolan. These guys started their careers turning nothing into pure genius. Now they just seemingly want to go out and spend a $300 million budget and forget that if your story isn't interesting then there is no point.Boy oh boy was this film bland. I was looking at the cast before watching the film. There are certainly some notable names, but I noticed a lot of them are also known for giving very dry performances. There isn't a lot of x-factor amongst them. That's very noticeable in the final product. No performance in the film stands out in any way.To be fair there isn't a lot of interesting things given to them in the script to work with. I was shocked how little character development there was. We are just thrown in and told to side with these people, but no justification is given for it. And because the film is so unrealistic it is impossible to relate in any way to what they're going through.This one wasn't for me. I hadn't exactly been itching to see it, but it was one that I had an outside hope of at least being entertained by. Not the case though sadly. A generous 4/10.","4","14 March 2022"
"hydralien-40230","To be honest I wasn't expecting it to be a first episode in the series of films, so that was a disappointment at first - but then I realised it's just impossible to put whole book in one movie in any meaningful way (with all my love to the Lynch's version, it didn't do the book much justice), so splitting the story into several parts is actually a good decision.Problem is, even with this division the film doesn't really provide much of the background details on who all the characters are, what's the state of the world, why spice is actually important to the navigators, who are the navigators and many many different important well-thought aspects that make the book so great. Instead there are long scenes focused on the main character, surroundings, futuristic machinery and so on.There are two more outcomes of such screen usage:
1. It all looks absolutely gorgeous and amazingly well designed - ""firefly"" fighters are incredible, harvesters and their delivery is awesome, and many other things are equally stunning. And oh, the costumes! The costumes are the best.2. Major actors playing secondary characters don't get much time at all - they're all playing their roles very well, but we barely see them at all (save perhaps Jason Momoa, but even his screen time is scarce).Overall it's a great cinematographic feat, and the best Dune adaptation so far - but we'll have to wait the rest of it to see if it holds true. I only wish they'd put more world-building details into the narrative...","8","6 October 2021"
"Come-and-Review","Perhaps the greatest lesson that can be drawn from Denis Villeneuve's Dune is that ultimately an entirely satisfying adaptation of the novel is impossible. Nonetheless, Villeneuve's version is the closest at succeeding so far, and is one of the more enjoyable theatrical experiences of 2021.Villeneuve stays very adherent to the original work, even in the smaller elements. There are a few omissions however, and the first scenes are not present in the novel.His version has however not rendered from the sense of mistery that permeates the beginning of the novel. It immediately submerges its reader in the world of Dune, without any introduction, and the complex situation is slowly unraveled throughout the narrative. Villeneuve's previous films prove that this approach could have been undertaken by him, but the 2021 film chose instead to rely on several expository scenes that explain too much to the audience. Some of the revelations that are hinted at very early were not as clear until the second half of the novel (yet to be adapted). A choice dictated by the destination to a wider target audience, for sure, but that ultimately adds dryness to the film.Another slight disappointment might come from the score by Hans Zimmer. It does render the majestic epic scale of the film, but it perhaps remains overly somber and ambiental in scenes where it could have charged up the depicted tense situation.What works best in Dune is the flawless casting. Whoever has read the novel could hardly imagine different actors to portray the characters. Dune also succeeds in rendering the alien scape of the desertic planet Arrakis, as well as the other planets that are even only hinted in the novel, without reduntantly using the strong saturated colours of Lynch's version. Greig Fraser's cinematography is truly a feast for the eyes, aided by a desaturated yet captivating coloring. Rest assured: the sky is never blue, which is something that the latest promotional poster seemed to suggest. On the other hand, what the film does borrow from the never made Jodorowsky version is some of the production design elements, especially for the Harkonnens.Ultimately, even if Villeneuve did not make the perfect Dune film (and it is fairly possible to say at this point that such a film cannot exist), it is an entertaining film. It is entertaining and
keeps the viewer glued to the screen even despite its slow nature, leaves the viewer wanting for more, and that alone makes up for all the small imperfections it features.(Extracts from my longer review on my blog, comeandreview)","9","18 September 2021"
"lovemichaeljordan","A movie made for the big screen. The sound design is great and Hans Zimmer is awesome as always. The visuals are pretty good too, considering everything plays out on a rather mundane sand planet. The visual effects are perfect.Dune is like Villeneuve's other movies rather slow and I almost fell asleep a few times, but other than that it was an awesome experience.The casting was great and the acting was on point. The story was very interesting and made me want to see more.","9","16 September 2021"
"lsda-80381","Beautifully filmed but never have I seen a more boring movie. Over-hyped and dull. Not a single star with great presence. If you are a lover of Star Wars or 2001, you can easily miss this film.","1","12 December 2021"
"patrick-91640","Dune is an experience made for cinema. Do yourself a favor, spend your money and don't wait for it to appear on streaming. The Visuals, music, and sheer epicness are overwhelming. These alone are worth your watch.But that's not all. Characters, actors, set pieces, plot, and the whole production value is also top-notch.I haven't read the books so I don't know if the film stays true to the source material. But other reviews hint that this is the case. So even Fans will get their desired dose.To put it short: dune is a modern masterpiece and a Must have for any sci fi fan.","9","19 September 2021"
"Dunkaccino","From the director of ""Arrival"" and ""Blade Runner 2049"", comes another sci-fi epic ""DUNE: Part One"" based on the novel.It's the year of 10191. There are different planets with different species of human. Our main character Paul Atreides (Timothée Chalamet) is the future of House Atreides. He is on an adventure to Arrakis, a beautiful planet that produces spies and full of dangerous sandworms.This is all I can say without spoilers. The thing about DUNE is it's stunning direction and breathtaking cinematography (by Greig Fraser) and visual image. Not to mention the amusing score (by Hans Zimmer).I watched DUNE in IMAX. Frequent shots of enormous spaceships and battle sequences are always a pleasure throughout. The making of this movie should be rightfully appreciated.It's a movie forcing the audience to pay attention, in a good way. The plot takes time to digest but once you know what's going on, it's a lot of fun.A lot of characters are introduced. Gurney (Josh Brolin), Glossu (Dave Bautista), Duncan (Jason Momoa) and I could go on. During it's 155 minute runtime however, not everyone gets enough characterization. I'd like to see certain characters explored more. Maybe in the sequel.After all DUNE is still a beautiful sci-fi movie. It may not be everyone's cup of tea, but it's still a great piece of modern filmmaking.","9","16 September 2021"
