"User","Comment","Rating","Date"
"MiroslavKyuranov","It's astonishing to think that Sony could put out a worse product than 2022's Morbius, but boy, ""Madame Web"" manages it. It is an embarrassing mess. Talented stars wasted on probably one of the worst comic book movie ever (which nobody asked for). Filled with atrocious dialogue, awkward editing and laughable structure. It's a clunky, poorly-written, messy, and sloppy movie packed with some mediocre editing and performances.The concept is interesting on paper, but it couldn't be saved due to it's terrible execution. ""Madame Web"" simply lacked the spark it needed in nearly every dept.There is simply nothing memorable in this movie, except maybe some superhero costumes, but that doesn't redeem the fact that the movie is bad.So yeah...""Madame Web"" is yet another disappointing entry in the Sony's Spider-Less universe. It's like a love letter to an era of superhero films that people largely want to forget. The ""Pepsi"" adds are stand-out, it falls short of what could have been a decent movie in the hands of someone else twenty years ago.","4","14 February 2024"
"darrelltill","There is nothing good in this film. It's badly written - not just full of clichés but full of dialogue that is meant to sound like cliché superhero idioms yet butchered until they make no sense. It is nothing but a costume parade with players that are dead behind the eyes. You can tell that everybody involved knows it's going to be a stinker but they'd already signed on and it was too late. It would be great if this was the flop that made Disney rethink their output (I know, this is actually an SSU movie not an MCU movie, but they are all heading down the same path) but I fear it will take a few more. The solution is really simple - they need to adjust their hiring policy to include persons of talent.","1","15 February 2024"
"movieman6-413-929510","Madame Web is a new spin-off set in the Marvel Spider-Man world. This spin-off is directed, partly written and produced by S. J. Clarkson. Before this film, she directed more TV series episodes of superhero shows such as Jessica Jones and The Defenders.Cassandra Webb (Dakota Johnson) works as a paramedic in New York and learns after an accident that she has superpowers to see future possibilities. She sees that the lives of three girls are threatened by a mysterious masked man with spider-like powers.This is why she tries to protect the three girls and must convince them that their lives are really in danger. To truly protect them, they must ensure that the three listen to her and learn to work together.The story of this film has an interesting concept, but the final story and screenplay were written by five different writers. These writers do not always seem to have been on the same page, because the story sometimes seems a bit rushed or frayed. It sometimes seems as if they didn't really know what exactly to do with it, or what the film studio despised of them. The screenplay has also been rewritten many times, so the cast members could no longer always follow exactly where they were going or supposed to do with the film.Despite these messy, rushed aspects, the film remains on a familiar, predictable side for a superhero film. This can make the film seem a bit long-winded or embarrassing. The film is reminiscent of other superhero films that came out around the year 2000, but of a somewhat lesser quality.The visual effects don't always look believable either. The blue screen and CGI can be seen in the film. For some of the cast members, this was also the first time they had actually worked in a film with such visual effects. The fact that they have little or no experience with these film situations is sometimes reflected in their acting.The poor script also gives the cast members few opportunities to make something special of their roles. Dakota Johnson also seemed a bit uncomfortable during promotions of the film, or ignorant of how to properly promote this film. In the final film she tries to make the best of the role and tries to add some comedy to the role, but she doesn't always get the chance to do this. Sydney Sweeney, Isabela Merced and Celeste O'Connor play the three girls Cassandra tries to protect. All three are given a little time to give their characters some personalities, but unfortunately not enough to make you as a viewer really care about the three. For a better focused film, they might have been better off using a character in the story, who Cassandra then has to protect. Tahar Rahim plays the villain in the film, who tries to kill the three girls, but also deals with the poor, weak script. As a result, he does not emerge as strongly as the villain of the story. They also didn't incorporate his audio work well into the film, because his lips sometimes don't always match what his character is saying.With all these superhero spin-off films from the Sony film studio, they only make Marvel's current film series more messy. If Sony and Disney Marvel try to collaborate on the same film series, they will have to consult each other more and better and plan where they want to go with this film series.","2","17 February 2024"
"ethanbresnett","Based on Madame Web's woeful reviews I was expecting this film to be an utter car crash. To its credit I will say it isn't entirely without merit, but it is incredibly boring and bland.Mostly this is because nothing particularly happens. It's a superhero movie with little to no superhero action and a painfully long set up for an underwhelming final act. The characters are so underdeveloped that there is no emotional connection or investment in any of them. Everything about the story and writing just feels lazy, vacuous and corny.Then there's the villain who is utterly uninspiring. He is constantly complaining about 'everything he has built' being destroyed. What has he built you might ask? The film has no interest in exploring this question. He's easily one of the more two dimensional and weak superhero villains I've ever seen committed to screen.Perhaps the most heinous crime this movie commits is to waste the talents of Dakota Johnson, Sydney Sweeney, Adam Scott, Emma Roberts, Zosia Mamet and more. Such a good cast was assembled and they were given absolutely nothing to work with, so I don't blame the performers. It's just such a shame to see such great talent put to the sword like this.As if all of this wasn't enough, the movie also feels remarkably low budget and feels excruciatingly long despite its relatively short runtime.Ultimately I think this film suffered because it was clearly intended as a set up for a wider Spider-Woman franchise which is unlikely to come to fruition. There seemed to be no interest in making a good stand alone movie, and no respect for the audience. A massive waste of time.","3","21 February 2024"
"vfphvnpp","I understand what the plan was here. They wanted a trippy film, focusing on a strong future for the Sony verse. The problem is the delivery. The camera work in this movie made it quite irritating to follow, as there was constant quick close up shots of the action. The dialogue was awful, and there was quite a lot of blatant voice over during the villain scenes.So much wasted time was given to boring scenes in the movie, which led me to believe the screen writers finished the script and realised that it was under the word count.Honestly the acting quality was quite poor across the board, especially the villain, who honestly seems as if they didn't cast for his role at all, just picked up someone off the side of the road.For someone who's guilty pleasure is watching bad movies, I it was a painful time. Don't recommend.","2","14 February 2024"
"jtorch-11283","Don't waste your time, and money seeing this in theaters. I was fooled by the trailer which looked promising. All the action in the whole film ( a total of 2 scenes) is shown in the the trailer. The rest of the movie is just terrible acting trying to save an even worse scrip.I'm honestly not sure how this made it to the big screen. I'm not a cinema expert, but shouldn't someone have to view the finished product and give the O. K. At some point before it is ""audience ready?"" I feel like that step in the process was skipped. I don't know what Marvel had to do with this film, but it certainly isn't the Iron-Man-Marvel I keep hoping they will somehow revive.And to whom it may concern, ""my parents don't love me."" Is neither a solid backstory OR a strong character trait. I hope you eat a lot of money on this movie.","1","15 February 2024"
"cosby_don","I don't know where to start-actually, I do! THIS IS THE WORST MOVIE IN THE HISTORY OF HUMANITY. I'm not kidding.I'm not sure what other movie this Dakota Johnson has been in, but after watching THIS movie, I'll probably never support her again. This was an absolute career killer. Ms. Johnson, please FIRE your agent immediately.To the production crew, editors, director, and ESPECIALLY the writers (I counted 4 writers-that's RIDICULOUS), shame on you for contributing to this mess. It's obvious you've traded in your morals for a paycheck. That's Hollywood for ya'.Did I mention that this movie was HORRENDOUSLY bad? Everything about this movie was bad-there are ZERO redeeming qualities.The story: STUPID. Worst I've ever seen, seriously. Madam Web ask the girls to wait for 3 hours in the woods? STUPID. The guy partner keeping the girls as Madam Web flies to Peru to check something out. STUPID. Madam a Web getting her powers from a spider bite through her mother. STUPID. I could seriously go on and on. I'm not kidding-EVERYTHING in this movie was STUPID. I can't count how many times I shook my head and said ""This is so bad.""The acting? Very wooden. Ms. Dakota Johnson's acting chops were the worst of the worst here. I really pray that she's done work much better. The other girls-they tried. Jokes fell flat, and they said the DUMBEST lines ever in a movie. I was seriously angry at how dumb they were.The villain? The most generic, uninteresting, uncool villain over ever seen on film. Not one memorable quote. Come to think, did he even make a ""evil guy"" speech? Nope!The ending? Oh my, HORRENDOUS. She's smiling in her glasses while paralyzed in a wheel chair? MAN WHI WROTE THIS MESS??The girls weren't even in costume more than 2 minutes of the entire film, even though in the trailer we came to expect them to be crime fighters and kicking butt in the film. WTF!Sydney Sweeney. You're good looking. Please do not EVER put out junk like this again!","1","15 February 2024"
"rgkarim","LIKES:The Commentary At Times
-Some lines in this movie are startling at how funny they were for me, a fantastic bout of teenage emotions with a less than thrilled babysitter.-Madame Web's origin story is almost like an anti-hero tale to Charles Xavier idea, and though it's not fully fleshed out, there is emotion, fun, and what felt natural angst and vulnerability into it.-With the right timing, and build up, this section of commentary was a striking positive in this reviewers book.Representation of Paramedics
-It's a rare thing to get to actually see E. M. T's in their work and what they give to serve the public.-While a bit forced, and perhaps a tad overdone and cheesy, kudos for Madame Web accomplishing some detailed shots of them serving the public and giving a little character development with it.-There were great avenues taken to help ingrain parts into the story, and with that, the medical nerd inside me found a cool little nod in those sequences.Some Artistic Visuals Are Cool
-I'm a sucker for a good shot and a good artistic visual popping out and ingraining itself into my mind.-Madame Web has some of these moments for me, the creepy and yet serene world of the Web World, being one that holds majesty and mystery, but also the very emotions of the person trying to wield it.-Other shots of costume crusaders striking that right pose, or perhaps that nostalgic early 2000s look, really help establish some of the themes of the movie or a good set up visual to cascade into.-It may be sprinkled about, but there were some superhero visuals that accomplished the job for me in Madame Web.Talented Cast
-Celeste O'Connor is very fun in this movie. A tad quirky, but she keeps the attitude going, a lot of that sass very fun and usually well-placed to help move the story towards forced comedy and obvious story telling.-Merced eventually grew on me after she got into the meat of her character and starting to push past the stubborn and cheeky attitude. She's got charming charisma, a fun brainy side to exploit, and this sadness that she uses to illicit such emotion, something I wanted more of, but got only little.-Sweeney is fun in this movie. Toned down from the other roles I've seen, the woman knows how to adapt her style and give me something to hook to several times. I love the awkwardness she brings, the tie in to the two extremes, and her surprising smallness after she plays such big roles.-And Johnson is about the same as she always is. A snarky and condescending nature that she wields expertly, but a tad dry at times that some lines feel unfulfilled. Fortunately, she's got good chemistry with the girls that assisted in smoothing out the faults.Some Surprising Character Arcs
-The movie may miss a lot of things, but there are a few moments that work very well to show the potential of Madame Web if given the right focus.-An opening that holds some merit was one of the victories, something that would eventually bleed into plot points further on that gave you a very touching moment.-And another element has the other's origin stories granting us some potential hurt and relatable tales to latch onto and acknowledge. Again, helping give a young and in your face Charlie's Angel group some vim and vigor.The Music
-Call me a sucker for nostalgia, Madame Web has a mix of songs that were perfect for viewers like me to enjoy.-Comedic use of the songs are not the most creative, but add that minor element to help give the girls a little more dynamic and believability.-While other times, it's just a blast of the speakers and me dancing in my seat as the forgotten wonder returns for another run to get things started.DISLIKES:The Pacing Uneven
-Despite the trinkets and some merits to the story, Madame Web's dislikes for me start with the pacing of the tale.-A moderately slow start did little to keep me engaged, only to then have these sprints of faster moments to try to change things up, before hitting the brakes again.-Like a CW season crammed into one, Madame Web's pacing feels a lot like dressed up teenage drama trying to give realism and gradual steps, but really just being the mashup of the uglier time use dramas can get stuck to.The Stale Mechanic
-From the trailers, you know there is some type of vision gimmick that Cassie is supposed to use to protect her charges.-That gimmick gets stale very quickly for a viewer like me, the convoluted presentation starting out fun at first, but then turning into annoying déjà vu that felt more like reshoots than actual artistic twisting.-Like Moon Knight, that element makes sense at first, but really could have stopped halfway through the movie once the viewers has connected the powers.-Had there been a bit more excitement, fighting, or even better storytelling to distract, it would have been less impactful, but alas, for me, all the other limitations added up.Lack of Other Character Development
-There are a lot of characters in this movie, some played by bigger names than the leads themselves. And yet, their time and character development felt shoehorned than planned out.-Adam Scott and Emma Roberts seem disengaged, with stories that are cliché, simplistic, and a waste of talent that again showed potential with that slower pacing at the start.-But even the villain and main girls tales feel very bland, and that lack of character development was very much felt by me that it almost seems to rely heavily on another movie to do these characters justice.Annoying Dialogue
-I know, I said the commentary was good, but that was a small amount of it compared to the whole.-Madame Web's dialogue seems to have gone through the writing grinder several times, very loaded with one liners, sassy comments and attitude that seemed to be out of place for much of the film for me.-Statements of the obvious, corny dialogue essentially pushed in with too simplistic of writing and in your face, overdramatic flair to count as quality dialogue. It needs tuning up, needs to be less forceful, and try to add a little Hollywood magic to help tenderize it to something matching a comic book movie.A Villain Needing A Lot More
-Don't get me wrong, there is an element to him that is relatable, believable, and indeed threatening in terms of the madness of his actions.-But outside of this and the opening scene, Ezekiel is a very bland bad guy who just didn't get the time to shine outside of crawling and repeating the same lines over and over.-The direction failed to give him any recognizable skills, his threats empty most of the time and sort of creepy obsessive, and dare I say his actual character is zoomed over and practically absent but for the opening line.-To me, that's a limited villain and one major flaw that much of the movie suffers from.Visuals Get Really Muddy/Bad
-Sony makes such great looking video games, and yet their movies still suffer from last gen effects
-While the artistic flair of those moments was enjoyable, they did have that faux effect that dropped some of the realism this movie was going for.-Even worse, there are lots of movements, character renderings, and powers that leave a lot to be desired in looking their best. I won't say it's a dealbreaker, but it doesn't help to have such limited technology presentation.Scenes/Story Seem Very Chopped Up
-Between the gimmicks and pacing, the scenes already feel limited, messy, and almost like an abbreviated version of what they could be.-Sure, the dialogue gives you everything they are going for, but the presentation felt very much like a lot of reshoots of the same scene, and slight changes that made little difference.-Such indecisive direction and edits got away from them and left me just wondering what this film could have been with half the gimmicks of the visions pulled back.The Action Is Very Boring
-No denying this, Madame Web maybe even worse than many of the CW attempts at action.-While witty, and an amusing game of cat and mouse, a Spiderverse without a solid one or two fights is a verse I'm not fond playing in for nearly two hours.-A lame villain does little but strut and crawl, while our cast somehow running away and eluding comes off a bit pathetic than entertaining.-Even the climax is a mess, rushed finishes, suspense of disbelief, and an overdramatic battle of words with a very extravagant and mushy ending to cap it off.-Eternals at least had a few moves that had me rocking in my seat, but this... this was a challenge to stay awake in.The VERDICT:
Madame Web is certainly not the worst movie I've seen in years, but that doesn't mean Sony's latest is a masterpiece either. There are elements of this vision that show the potential for a good future, but need a lot of work to make up for this rushed installment. A talented cast, music and some fun writing can be the starting building blocks, but it can't offset what feels like lots of production limitations, rewrites, and editing that greatly show in this movie. Boring battles, annoying gimmicks, and under developed characters despite a strong cast were just some of the limitations this movie has to work through if a series is to come with it. Should one see it in theaters? Not really. A shot at home, I would say sure, but with all of this, my scores for the movie are:Action/Adventure/Sci-Fi: 6.0
Movie Overall: 5.0.","5","15 February 2024"
"eddie_baggins","I'm not ashamed to admit I've seen some movies in my time.I am however ashamed to admit curiosity got the better of me and I ended up in an almost entirely empty cinema screening (thanks to one tolerant movie buddy who joined me on my trip to the local cinema) partaking in what can only be described as one of the most universally panned Hollywood blockbusters of the modern era.Not at all interested in watching another Sony Marvel outing after their last few efforts, hearing about the insanely awesome awfulness of Madame Web from friends, internet identities and esteemed critics made me want to witness a potential all-time cringe-fest and while when people are absolutely right in their hyperbole around just how bad Madame Web is, I'm still trying to comprehend how I could possibly testify to just how bad things are here.Directed by long time TV episode director S. J. Clarkson and featuring a cast of performers who have all proven over time to be more than capable of bringing the goods, Madame Web is not devoid of talent that may have been able to salvage some type of goodness from an offence against the entire cinematic medium but as a finished? (Honestly I am unsure how anyone could claim this is an acceptable final version, just watch for some of the most flawed examples of ADR you're ever going to see) product there was no one or any thing that could've saved this nightmare from the fate it had created for itself.An experience that could only possibly come from a collective group who all gave up the fight to save it long before shooting had wrapped, Madame Web inexcusably comes from the same penmanship that was guilty of unleashing Morbius on us but screenwriters Matt Sazama and Burk Sharpless at least managed to find some cult like goodness in Jared Leto and Matt Smith's wildly OTT characters and bizarre action segments but Madame Web is nothing more than two hours of terrible plot, characters, spectacle and intentions and there is quite literally no valid reason for this movie to exist in the form it has been given.One of the most atrociously acted Hollywood films ever captured, with lead Dakota Johnson unable to hold back her disdain for a film she clearly hated being a part of and poor old Tahar Rahim taking the films most unfortunate mantle from a wigged Sydney Sweeney, Madame Web may have been promoted as some type of intense action thriller following the exploits of Johnson's Cassandra Webb as she battles Rahim's Ezekiel Sims alongside Sweeney's Julia, Isabela Merced's Anya and Celeste O'Connor's Mattie but we get something else entirely that is hard to come to terms with.From some of the most detestable and frequent examples of product placement that becomes instantly iconic (some viewers may find themselves attempting to crack open a Pepsi can in their Calvin Klein's after a viewing), a villain we literally know nothing about with zero attempts to bother explaining his plans or background, an embarrassing use of comic staple characters that aren't even put into action outside of dream sequences and a script that must surely have been conjured on ChatGPT, Madame Web is a cesspool of Hollywood excrement that isn't even funny in its horribleness, just merely sad and depressing.The only justifiable reason for Madame Web to be the film it is as it stands is if Sony are deliberately attempting to sabotage their Marvel property that no longer is allowed to include many fan favourites, if they aren't in fact doing that there is zero excuses for why Madame Web has ever been allowed to be birthed into existence.An irredeemable, amateurish and embarrassing exercise in pointless, Madame Web is a shockingly bad example of blockbuster filmmaking that is the exact type of bottom feeder product the cinema industry and the Marvel brand didn't need at this particular point of time.Final Say -If you're a glutton for punishment and want to be reminded of everything you wouldn't wish to see in a supposed piece of big screen entertainment then Madame Web is for you! A truly iconic new addition to the staples of all-time misfires, nothing could prepare one for the garbage that is this $80 million dollar disasterpiece.0 fireworks to the head out of 5.Jordan and Eddie (The Movie Guys)","1","22 February 2024"
"shaikhirshad-41223","Literally I had zero expectations when I went to watch this flick but I still thought that something should be good in this to watch at least one time because of marvel name in it. But this movie is so low and looks like low budget CGI thriller and a comedy in the name of superhero genre.I mean from the start itself movie lost it's pace and story and god only knows what are they showing no interest in the screenplay and the plot is not even engaging to watch for at least 30 mins.I only went for Dakota & Sydney just because the screen presence of them looks good, but the director loss this opportunity too. Because the character they're playing is so bad and not even proper dialogues are given and just they have made a common character with no story arc just the situation that they have to act
I've never seen such a bad cinematography of any film it looks like they don't have any interest making this film so they just made a spoof just to show that we are making a movie. Don't know what to say more because this film is that bad.Overall a Boring fest and a spoof fo a superhero genre.","2","16 February 2024"
